Ref ID,Renewable Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,"Connection to communal, district or campus heat network","New, renovation or expansion of existing heat network",Number of customer connections,Number of buildings,"Types of Building (domestic, non domestic or mixed)",Types of buildings,Technology Type,Secondary plant technology,Third plant technology,Backup plant technology,Installed Capacity (MWelec),Installed Generation Capacity (MW thermal),Primary Fuel type,Heat Source,Temperature of heat supply (Celsius),Heat Storage,Heat Storage (Volume m3),Heat Enabled,Cooling Enabled,CHP Enabled,Length of distribution network in m,Average diameter of pipes in mm,Development Status,Development Status (short),Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Decommissioned / Abandoned / No Application Made
10503,,31/01/2022,Highline Investments GP Limited,Doncaster Monk Bridge - 357 Flats,Communal,New,154,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,65.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"10 Orchard Brae, Edinburgh",Lothian,Scotland,Scotland,EH4 1PF,323716,674411,City of Edinburgh,21/06512/FUL,,,,,13/12/2021,,,,,,,07/09/2023,,,,07/09/2026,,,
10507,,31/01/2022,Empowered Homes Limited / Telos Monmouth Limited,Bartley Green - 22 Apartments,Communal,New,30,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Cardonald Home, 60 Forfar Avenue, Glasgow",Strathclyde,Scotland,Scotland,G52 3JF,252714,663680,Glasgow City,21/03684/FUL,,,,,20/12/2021,25/07/2023,,,,,,,,,,,,,
10518,,01/02/2022,Impact Capital Real Estate,"Rom Valley Gardens, Block A - 146 Flats & Commercial Space",Campus,New,1,,Non Domestic,Agricultural,Biomass (dedicated),,,,0.20,,Wood Pellet,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction, Bewlie Hill Farm Lilliesleaf Melrose,Borders,Scotland,Scotland,TD6 9ER,356456,626453,Scottish Borders,21/01957/FUL,,,,,21/12/2021,,,,,,,16/02/2022,,,,,,,
10546,,19/02/2024,Impact Capital Real Estate,"Rom Valley Gardens, Blocks B-G - 864 Flats & Commercial Space",District,Expansion,1,1,Non Domestic,Theatre ,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Queens Yard, White Post Lane, Hackney",London,London,England,E9 5EN,537185,184525,Tower Hamlets,22/00009/REM,,,,,11/01/2022,,,,,,,06/02/2024,,,,06/02/2027,,,
10547,,04/02/2022,Victoria Gardens Development Limited,"Stockley House, Wilton Road - 129 Apartments",District,Expansion,,,,Unspecified,Advanced Conversion Technologies,,,,180.00,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Ineos, Boness Road, Grangemouth",Stirling,Scotland,Scotland,FK3 9XH,292582,682072,Falkirk,P/18/0003/FUL,,,,,08/01/2018,,,,,,,29/06/2018,,,,,,,
10548,,04/02/2022,Notting Hill Genesis ,"Hackney Wick Plot E, F, J & K - 190 Apartments",Campus,New,1,2,Non Domestic,Historic Estate,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Under Construction,Under Construction,"Brockwell Hall, Brockwell Park, Brockwell Park Gardens, Herne Hill",London,London,England,SE24 9BN,531510,173975,Lambeth,,,,,,,,,,,,,17/11/2021,,,,01/12/2021,,,
10550,,04/02/2022,Hull Eco Park Limited,Yorkshire Energy Park Phase 1 -  Energy Centre And Data Centre,Communal,New,10,1,Mixed,"Residential, Office",Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Permission Refused,Application Refused,"40 Baldwin Street, Bristol",South Gloucestershire,South West,England,BS1 1NR,358784,172853,"Bristol, City of",21/02992/F,,,,,10/06/2021,,23/12/2021,,,,,,,,,,,,
10551,,04/02/2022,Gill Aggregates Holdings Limited,"Chequers Lane, Dagenham - 337 Apartments & Primary School",Communal,New,39,1,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,,,Electric,,,,,Yes,Yes,No,,,Planning Application Submitted,Application Submitted,"Ilkley House, Redcroft & The Georgians, 51 The Bishops Avenue, East Finchley",London,London,England,N2 0BJ,526918,188077,Barnet,21/6798/FUL,,,,,11/01/2022,,,,,,,,,,,,,,
10552,,04/02/2022,Stanhope Plc / The British Library / Mitsui Fudosan,British Library Expansion - St Pancras,Communal,New,67,1,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,,,Electric,,,,,Yes,Yes,No,,,Planning Application Submitted,Application Submitted,"The Towers, 53 The Bishops Avenue, East Finchley",London,London,England,N2 0BJ,526918,188077,Barnet,21/6801/FUL,,,,,11/01/2022,,,,,,,,,,,,,,
10554,,04/02/2022,Alpha Ltd,Raynes Park - 33 Apartments & Retail Units,Communal,New,2,1,Non Domestic,Industrial,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Plot 3000, Avenue A, Westcott Venture Park, Westcott, Aylesbury",Buckinghamshire,South East,England,HP18 0XB,470837,216568,Buckinghamshire,21/04703/APP,,,,,05/01/2022,,,,,,,,,,,,,,
10555,,04/02/2022,London Borough Of Tower Hamlets,Brunton Wharf Estate - 32 Flats,Communal,New,200,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Opp 1-8 Elwick Road, Ashford",Kent,South East,England,TN23 1PD,600913,142527,Ashford,21/02219/AS,,,,,21/12/2021,,,,,,,,,,,,,,
10557,,04/02/2022,Tribe Student Housing Limited,671-679 Old Kent Road - 267 Student Accommodation & Restaurant,Communal,New,75,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,60.00,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Sports Club, Worsley Bridge Road, Beckenham",London,London,England,BR3 1RL,537278,171141,Bromley,21/05503/FULL1,,,,,22/12/2021,,27/07/2022,,,,,,,,,,,,
10558,,04/02/2022,Carr Street Development Limited,26 - 32 Carr Street - 60 Apartments,District,New,343,6,Mixed,"Residential, Office, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Former Scc Hq County Hall, Penrhyn Road, Kingston Upon Thames",Surrey,London,England,KT1 2EA,518005,168705,Kingston upon Thames,21/03939/FUL,,,,,24/12/2021,,,,,,,22/09/2023,,,,22/09/2026,,,
10560,,04/02/2022,Unknown,"Brent Cottage, Brent Park Road - 64 Apartments",Communal,New,497,15,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,Gas Boiler,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Estate Way, Church Road, Leyton",London,London,England,E10 7JQ,537086,187325,Waltham Forest,213171,,,,,30/11/2021,15/03/2022,,,,,,,,,,,,,
10562,,04/02/2022,Westgate Property Investments Limited,East Churchfield Road - 26 Flats,Communal,New,54,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Former Arley Court & Compton Court, Swan Street, Netherton, Dudley",West Midlands,West Midlands,England,DY2 9EG,394352,288726,Dudley,P21/2267,,,,,20/12/2021,,,,,,,08/08/2022,,,,,,,
10567,,07/02/2022,Hill Partnerships Limited,Oxford North Canalside - 95 Houses & 222 Apartments,District,Expansion,250,2,Mixed,"Residential, Unspecified Commercial",Unknown,,,,,,,,,,,Yes,Yes,No,,,Planning Permission Granted,Awaiting Construction,"Corner Of York Road & St Lukes Road, Bedminster, Bristol", South Gloucestershire,South West,England,BS3 4AD,359504,171990,"Bristol, City of",21/06878/F,,,,,04/01/2022,,,,,,,17/05/2023,,,,17/05/2026,,,
10568,,07/02/2022,Landrose Limited,St George Hall - HMO Units & Commercial,District,New,85,15,Mixed,"Care Village, Unspecified Commercial",Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Kings Green East Superindendents Drive, The Chapel King Edward Vii Estate, Midhurst",West Sussex,South East,England,GU29 0FA,487867,124973,Chichester,SDNP/21/06432/FUL,,,,,05/01/2022,30/08/2022,,,,,,,,,,,,,
10569,,07/02/2022,London Borough of Southwark,Astley Estate - 20 Apartments,District,New,83,2,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,No,No,,,Planning Permission Granted,Awaiting Construction,"806 High Road, Leyton",London,London,England,E10 6AE,537922,188074,Waltham Forest,213777,,,,,21/12/2021,,,,,,,31/03/2023,,,,,,,
10571,,07/02/2022,Cranfield University,Cranfield - Air source heat pumps& battery storage,District,New,916,14,Mixed,"Residential, Unspecified Commercial",Gas Boiler,,,,7.00,,Gas,,,,,Yes,,No,,,Under Construction,Under Construction,"Nathan Way, Pettman Crescent & Hadden Road, Woolwich",London,London,England,SE28 0FJ,545070,179215,Greenwich,19/4398/O,,,,,14/02/2020,,,,,,,27/04/2020,,,,01/01/2022,,,
10573,,07/02/2022,Royal Borough of Kensington and Chelsea,Notting Dale Heat Network ,District,New,,,,Unspecified,EfW Incineration,,,,20.00,,Gas,Heat from Energy from Waste Plants,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Kiln Lane Industrial Estate, Stallingborough, Grimsby",Lincolnshire,Yorkshire and Humber,England,DN41 8DF,520759,413911,North East Lincolnshire,DM/0628/18/FUL,,,,,06/09/2018,,,,,,,20/12/2018,,,,,,,
10574,,07/02/2022,Highwood Group / Inspired Villages Group,"Horndean Care Village, Phase 2  120 Care Apartments",Communal,New,62,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,Yes,No,,,Planning Application Submitted,Application Submitted,"1-18 Shepherds Leas, 135 Riefield Road, Eltham",London,London,England,SE9 2RD,544509,175344,Greenwich,23/0984/F,,,,,21/03/2023,,,,,,,,,,,,,,
10575,,07/02/2022,Curtis Land Limited,Hurst Road - 37 Apartments,Communal,New,32,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"The Leys, 70 Upper Temple Walk, Leicester",Leicestershire,East Midlands,England,LE4 0SW,456608,307064,Leicester,20211569,,,,,08/07/2021,,,,,,,27/01/2022,,,,,,,
10582,,07/02/2022,Imperial Corporate Capital,35 Nightingale Grove - 20 Flats,Campus,New,1,,Non Domestic,Agricultural,Biofuel CHP,,,,0.14,0.1,Woodchip,,,,,Yes,,Yes,,,Operational,Operational,"Park Farm, Rowton Farm Jnct With A458 To Alberbury Jnct With B4393, Rowton, Shrewsbury",Shropshire,West Midlands,England,SY5 9EN,337512,312550,Shropshire,22/00230/FUL,,,,,18/01/2022,,,,,,,05/09/2023,,,,,07/10/2021,14/10/2021,
10587,,08/02/2022,Aitch Group / Millington Rd (HPH4) Llp,Millington Road - HPH4 Phase 4 131 Houses,District,Expansion,,,Domestic,Residential,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Ponders End Park, High Street & Swan Annexe, Enfield",London,London,England,EN3 4DA,535395,195940,Enfield,22/00013/RE4,,,,,18/01/2022,,,,,,,17/03/2022,,,,,,,
10599,,10/02/2022,Creative Student Living,Bristol Road - 38 Student Rooms,Communal,New,14,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"88 Grosvenor Road, Royal Tunbridge Wells, Tunbridge Wells",Kent,South East,England,TN1 2AX,558364,139982,Tunbridge Wells,21/02896/FULL,,,,,03/09/2021,,,,,,,17/02/2022,,,,,01/02/2023,,
10600,,10/02/2022,Tishman Speyer Properties UK Limited / TS Angel Square Limited,"1 Torrens Street - Office, Commercial And Pub",Communal,New,49,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Former Vicarage & Wider Sowerby Close Estate, Sowerby Close, Eltham",London,London,England,SE9 6HB,542539,174571,Greenwich,21/4511/F,,,,,20/12/2021,,,,,,,24/08/2023,,,,24/08/2026,,,
10601,,10/02/2022,Sheen Lane Developments,Symal House & 421 Edgware Road - Residential & Commercial Development,Communal,New,33,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Moira House School, Upper Carlisle Road, Eastbourne",East Sussex,South East,England,BN20 7TE,559718,98023,Eastbourne,220014,,,,,10/01/2022,,,,,,,05/09/2022,,,,,,,
10602,,10/02/2022,Berkeley Homes Eastern Counties Limited,"Berkeley House, 7 Oakhill Road - 69 Flats",District,New,442,3,Mixed,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,60.00,,,Yes,Yes,No,,,Planning Application Submitted,Application Submitted,"Atlas Wharf, Atlas Road, Ealing",London,London,England,NW10 6DN,521390,182654,Ealing,21/0214/FUMOPDC,,,,,21/12/2021,,,,,,,,,,,,,,
10615,,15/02/2022,39 Colebrook Residents' Association,Colebrook Court - 41 Flats & Commercial,District,New,1,1,Non Domestic,Restaurant,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"The Stage, Building 4, Curtain Rd, Hewett St, Great Eastern St, Fairchild Place Plough Yard & Hearn St",London,London,England,EC2A 3LP,533359,182176,Hackney,2021/3676,,,,,17/12/2021,,,,,,,09/12/2022,,,,,01/01/2018,,
10616,,15/02/2022,Sonal Worldwide Limited,Prospect House - 139 Flats,District,New,26,4,Domestic,Residential,Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"190-198 Bournemouth Road, Poole",Dorset,South West,England,BH14 9HZ,404999,91648,"Bournemouth, Christchurch and Poole",APP/21/01853/P,,,,,22/12/2021,,,,,,,,,,,,,,
10619,,20/05/2024,Bracknell Development Limited,High Street - 58 Flats and Commercial Units,Communal,New,142,4,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,45.00,Yes,,Yes,,No,,,Under Construction,Under Construction,"1 To 3 Boundary Close & Former Hyleford School Site, Loxford Lane, Ilford",Essex,London,England,IG3 9AP,545133,185508,Redbridge,1189/20,,,,,14/05/2020,,,,,,,19/06/2020,,,,,01/01/2024,,
10620,,15/02/2022,Curwen Group Limited,36 - 46 Grove Road - 35 Flats & Commercial Space,Communal,New,17,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"2 Lisburn, Newmarket",Suffolk,Eastern,England,CB8 8HS,564755,263348,West Suffolk,DC/21/2500/FUL,,,,,23/12/2021,,,,,,,,,,,,,,
10621,,15/02/2022,Leeds City Council,"Seacroft Crescent, Seacroft - 25 Flats & 8 Houses",Communal,New,63,1,Domestic,Residential,Gas Fired CHP,Gas Boiler,,,,,Gas,,,,,Yes,,Yes,,,Under Construction,Under Construction,"66-80b Colville Road, Cambridge",Cambridgeshire,Eastern,England,CB1 9EJ,548834,256619,Cambridge,19/1034/FUL,,,,,24/07/2019,,,,,,,05/02/2021,,,,,01/10/2020,,
10622,,15/02/2022,Unknown,"Mitre Wharf, Scrubs Lane - 148 Flats And Commercial Space",Communal,New,412,2,Mixed,"Residential, Retail",Air Source Heat Pumps,Water Source Heat Pumps,,,,,Electric,,,Yes,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Canada Water Masterplan, Lower Road West, Redriff Road South, Quebec Way East, Surrey Quays Road, Southwark",London,London,England,SE16 7AR,535515,179448,Southwark,21/AP/4712,,,,,24/12/2021,,,,,,,,,,,,,,
10623,,16/02/2022,University of Cumbria / Cumbria County Council,Carlisle Citadel - Campus,Communal,New,8,1,Mixed,"Residential, Retail",Ground Source Heat Pumps,,,,,,Electric,Shallow Geothermal,,,,Yes,,No,,,Under Construction,Under Construction,"135-139 High Street, Dumfries",Dumfries and Galloway,Scotland,Scotland,DG1 2QT,297193,576144,Dumfries and Galloway,21/2488/FUL,,,,,11/01/2022,,,,,,,25/05/2022,,,,,01/06/2022,,
10641,,18/02/2022,Solihull Community Housing,"Lakeside Centre, Kingshurst - 4 Houses & 24 Flats",Communal,New,14,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,Yes,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"63 Cavalry Crescent, Eastbourne",East Sussex,South East,England,BN20 8RP,558836,100298,Eastbourne,210411,,,,,18/05/2021,,,,,,,09/09/2022,,,,,,,
10643,,14/12/2023,London Borough of Southwark / Pagabo / Linkcity,Tustin Estate Regeneration - 523 Apartment & Commercial Space,Communal,New,72,3,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Hathaway Crescent, Manor Park",London,London,England,E12 6LU,543021,184882,Newham,21/02996/LA3,,,,,11/01/2022,,,,,,,02/09/2022,,,,,01/01/2023,,
10646,,18/02/2022,London Borough of Southwark / Pagabo / Linkcity,Tustin Estate Regeneration - 167 Homes,Communal,New,429,1,Mixed,"Residential, Retail",Air Source Heat Pumps,Water Source Heat Pumps,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Ne/O Jnct Manilla Street And Tobago Street, Tobago Street, Poplar",London,London,England,E14 8LD,537213,179903,Tower Hamlets,PA/20/02128/A1,,,,,09/10/2020,,,,,,,22/12/2022,,,,,,,
10647,,18/02/2022,Anwyl Construction Company Limited,"Ladybridge Road, Cheadle Hulme - 70 Apartment Senior Living Development",Communal,New,60,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"1 Pitshanger Lane, Ealing",London,London,England,W5 1RH,516791,182024,Ealing,212893FUL,,,,,21/04/2021,,,,,,,15/11/2021,,,,,,,
10648,,18/02/2022,HUB Group,Beaverhall House - 205 Flats/Retail,Communal,New,70,1,Domestic,Residential,Air Source Heat Pumps,Gas Boiler,,,,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,"Builders Merchant, Walnut Tree Close, Guildford",Surrey,South East,England,GU1 4UB,499094,150057,Guildford,21/P/02559,,,,,17/01/2022,,,,,,,15/06/2023,,,,15/06/2026,,,
10650,,20/03/2024,Reselton Properties Limited,The Stag Brewery Phase 1,Communal,New,147,6,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Under Construction,Under Construction,"Eastfields Estate, Mitcham",Surrey,London,England,CR4 1ST,528806,169182,Merton,21/P4430,,,,,04/01/2022,,,,,,,01/06/2022,,,,,01/01/2024,,
10667,,23/02/2022,London Square Developments,Millennium Retail Park - Flats & Retail Space,Communal,New,100,2,Domestic,Care Village,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Withdrawn,Application Withdrawn,"Forsham House, Forsham Lane, Sutton Valence, Maidstone",Kent,South East,England,ME17 3EW,580946,148543,Maidstone,21/506642/FULL,,,,,12/01/2022,08/04/2022,,,,,,,,,,,,,
10670,,23/02/2022,Watford Parade (Gibraltar) Limited,The Parade - 147 Flats & Retail Space,District,New,3,3,Non Domestic,Office,EfW Incineration,Air Source Heat Pumps,,,,,Gas,Heat from Energy from Waste Plants,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Dalmarnock & Shawfield, Glasgow",Strathclyde,Scotland,Scotland,G73 1UZ,260787,662365,South Lanarkshire,P/22/1625,,,,,06/12/2022,,,,,,,,,,,,,,
10672,,23/02/2022,Piara Khanom,14-16 York Road - 11 Studio Apartments/Restaurant,Communal,New,605,3,Domestic,Residential,Gas Boiler,,,,,,Gas,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Debenhams site, Queensway, Southampton",Hampshire,South East,England,SO14 1NH,442286,111572,Southampton,21/01851/FUL,,,,,14/01/2022,,,,,,,,,,,,,,
10673,,23/02/2022,Sewardstone Holdings Limited,64 Sewardstone Road - 41 Flats And Commercial Space,Campus,New,1,,Non Domestic,Industrial,Gas Fired CHP,,,,,,Gas,,,,,Yes,,Yes,,,Planning Permission Granted,Awaiting Construction,"Muller Milk & Ingredients, 4000 Park Avenue, Dove Valley Park, Derby",Derbyshire,East Midlands,England,DE65 5BZ,420405,332370,South Derbyshire,DMPA/2021/1880,,,,,21/12/2021,,,,,,,16/05/2022,,,,,,,
10706,,02/03/2022,One Housing Group,Bellamy Tower - 202 Flats,Communal,New,50,2,Mixed,"Residential, Retail",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Permission Refused,Application Refused,"Clock Parade, London Road, Enfield",London,London,England,EN2 6JG,532890,195829,Enfield,21/04817/FUL,,,,,26/01/2022,,09/06/2022,,,,,,,,,,,,
10707,,02/03/2022,Places For People Homes,Dove Lane - 358 Apartments/Retail/Office,District,New,45,3,Mixed,"Residential, Medical Centre ",Air Source Heat Pumps,,,,,,Electric,,,,,Yes,Yes,No,,,Planning Application Submitted,Application Submitted,"Valmar Trading Estate, Valmar Road, Camberwell",London,London,England,SE5 9NW,532396,176578,Southwark,21/AP/4714,,,,,27/01/2022,,,,,,,,,,,,,,
10709,,02/03/2022,MVV Environment Limited,Canford Resource Park- Energy from Waste/CHP,Communal,New,170,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"Ilderton Wharf, 1-7 Rollins Street, Peckham",London,London,England,SE15 1EP,535474,177908,Lewisham,21/AP/4757,,,,,21/01/2022,,,,,,,,,,,,,,
10722,,04/03/2022,Zed Homes Limited Michael Schwartz Group,"Edwards Yard, Alperton - 581 Apartments & Commercial Units",Campus,New,1,4,Non Domestic,College,Air Source Heat Pumps,,,,0.18,,Electric,,,,,Yes,,No,,,Planning Permission Granted,Awaiting Construction,Sussex Downs College Cross Levels Way Eastbourne,East Sussex,South East,England,BN21 2UF,560249,101276,Eastbourne,220057,,,,,22/02/2022,,,,,,,01/04/2022,,,,,,,
10748,,07/03/2022,Nottingham City Hospital / Vital Energi Utilities,Nottingham City Hospital - Air Source Heat Pumps,Communal,New,24,1,Domestic,Residential,Air Source Heat Pumps,,,,,,Electric,,,,,Yes,,No,,,Planning Application Submitted,Application Submitted,"473 Barking Road, East Ham",London,London,England,E6 2LN,540738,182598,Newham,21/03056/FUL,,,,,07/12/2021,,,,,,,,,,,,,,
10752,,07/03/2022,South Lanarkshire Council / First Endeavour,Hamilton Urban Village - 269 Flats & 17 Houses,Communal,New,254,3,Non Domestic,"Residential, Unspecified Commercial",Air Source Heat Pumps,,,,,,Electric,,25.00,,,Yes,,Yes,,,Planning Application Withdrawn,Application Withdrawn,"The Walnuts Shopping Centre, High Street, Orpington",Kent,London,England,BR6 0TW,546384,166346,Bromley,21/05907/OUT,,,,,21/01/2022,04/10/2022,,,,,,,,,,,,,
